date,store,sales,dow,week,month,day,quarter,is_weekend,year
2015-07-11,9,3917,5,28,7,11,3,1,2015
2015-07-11,10,4273,5,28,7,11,3,1,2015
2015-07-12,1,3513,6,28,7,12,3,1,2015
2015-07-12,2,5174,6,28,7,12,3,1,2015
2015-07-12,3,4574,6,28,7,12,3,1,2015
2015-07-12,4,4115,6,28,7,12,3,1,2015
2015-07-12,5,3206,6,28,7,12,3,1,2015
2015-07-12,6,2944,6,28,7,12,3,1,2015
2015-07-12,7,2768,6,28,7,12,3,1,2015
2015-07-12,8,4814,6,28,7,12,3,1,2015
2015-07-12,9,4237,6,28,7,12,3,1,2015
2015-07-12,10,4449,6,28,7,12,3,1,2015
2015-07-13,1,2406,0,29,7,13,3,0,2015
2015-07-13,2,3509,0,29,7,13,3,0,2015
2015-07-13,3,2951,0,29,7,13,3,0,2015
2015-07-13,4,2730,0,29,7,13,3,0,2015
2015-07-13,5,2013,0,29,7,13,3,0,2015
2015-07-13,6,2077,0,29,7,13,3,0,2015
2015-07-13,7,1871,0,29,7,13,3,0,2015
2015-07-13,8,3373,0,29,7,13,3,0,2015
2015-07-13,9,2787,0,29,7,13,3,0,2015
2015-07-13,10,2991,0,29,7,13,3,0,2015
2015-07-14,1,2831,1,29,7,14,3,0,2015
2015-07-14,2,3897,1,29,7,14,3,0,2015
2015-07-14,3,3448,1,29,7,14,3,0,2015
2015-07-14,4,3388,1,29,7,14,3,0,2015
2015-07-14,5,2406,1,29,7,14,3,0,2015
2015-07-14,6,2387,1,29,7,14,3,0,2015
2015-07-14,7,2135,1,29,7,14,3,0,2015
2015-07-14,8,3854,1,29,7,14,3,0,2015
2015-07-14,9,3165,1,29,7,14,3,0,2015
2015-07-14,10,3417,1,29,7,14,3,0,2015
2015-07-15,1,2770,2,29,7,15,3,0,2015
2015-07-15,2,4013,2,29,7,15,3,0,2015
2015-07-15,3,3565,2,29,7,15,3,0,2015
2015-07-15,4,3179,2,29,7,15,3,0,2015
2015-07-15,5,2387,2,29,7,15,3,0,2015
2015-07-15,6,2409,2,29,7,15,3,0,2015
2015-07-15,7,2173,2,29,7,15,3,0,2015
2015-07-15,8,3836,2,29,7,15,3,0,2015
2015-07-15,9,3378,2,29,7,15,3,0,2015
2015-07-15,10,3387,2,29,7,15,3,0,2015
2015-07-16,1,3034,3,29,7,16,3,0,2015
2015-07-16,2,4290,3,29,7,16,3,0,2015
2015-07-16,3,3853,3,29,7,16,3,0,2015
2015-07-16,4,3507,3,29,7,16,3,0,2015
2015-07-16,5,2438,3,29,7,16,3,0,2015
2015-07-16,6,2551,3,29,7,16,3,0,2015
2015-07-16,7,2294,3,29,7,16,3,0,2015
2015-07-16,8,3936,3,29,7,16,3,0,2015
2015-07-16,9,3489,3,29,7,16,3,0,2015
2015-07-16,10,3787,3,29,7,16,3,0,2015
2015-07-17,1,3280,4,29,7,17,3,0,2015
2015-07-17,2,4587,4,29,7,17,3,0,2015
2015-07-17,3,4096,4,29,7,17,3,0,2015
2015-07-17,4,3669,4,29,7,17,3,0,2015
2015-07-17,5,2659,4,29,7,17,3,0,2015
2015-07-17,6,2738,4,29,7,17,3,0,2015
2015-07-17,7,2408,4,29,7,17,3,0,2015
2015-07-17,8,4369,4,29,7,17,3,0,2015
2015-07-17,9,3679,4,29,7,17,3,0,2015
2015-07-17,10,3883,4,29,7,17,3,0,2015
2015-07-18,1,3380,5,29,7,18,3,1,2015
2015-07-18,2,4834,5,29,7,18,3,1,2015
2015-07-18,3,4424,5,29,7,18,3,1,2015
2015-07-18,4,3900,5,29,7,18,3,1,2015
2015-07-18,5,2873,5,29,7,18,3,1,2015
2015-07-18,6,2812,5,29,7,18,3,1,2015
2015-07-18,7,2621,5,29,7,18,3,1,2015
2015-07-18,8,4724,5,29,7,18,3,1,2015
2015-07-18,9,3941,5,29,7,18,3,1,2015
2015-07-18,10,4059,5,29,7,18,3,1,2015
2015-07-19,1,3647,6,29,7,19,3,1,2015
2015-07-19,2,5110,6,29,7,19,3,1,2015
2015-07-19,3,4463,6,29,7,19,3,1,2015
2015-07-19,4,4137,6,29,7,19,3,1,2015
2015-07-19,5,3064,6,29,7,19,3,1,2015
2015-07-19,6,2915,6,29,7,19,3,1,2015
2015-07-19,7,2723,6,29,7,19,3,1,2015
2015-07-19,8,4939,6,29,7,19,3,1,2015
2015-07-19,9,4157,6,29,7,19,3,1,2015
2015-07-19,10,4512,6,29,7,19,3,1,2015
2015-07-20,1,2528,0,30,7,20,3,0,2015
2015-07-20,2,3420,0,30,7,20,3,0,2015
2015-07-20,3,3052,0,30,7,20,3,0,2015
2015-07-20,4,2822,0,30,7,20,3,0,2015
2015-07-20,5,2027,0,30,7,20,3,0,2015
2015-07-20,6,2002,0,30,7,20,3,0,2015
2015-07-20,7,1945,0,30,7,20,3,0,2015
2015-07-20,8,3212,0,30,7,20,3,0,2015
2015-07-20,9,2838,0,30,7,20,3,0,2015
2015-07-20,10,2931,0,30,7,20,3,0,2015
2015-07-21,1,2781,1,30,7,21,3,0,2015
2015-07-21,2,3917,1,30,7,21,3,0,2015
2015-07-21,3,3462,1,30,7,21,3,0,2015
2015-07-21,4,3197,1,30,7,21,3,0,2015
2015-07-21,5,2402,1,30,7,21,3,0,2015
2015-07-21,6,2409,1,30,7,21,3,0,2015
2015-07-21,7,2086,1,30,7,21,3,0,2015
2015-07-21,8,3852,1,30,7,21,3,0,2015
2015-07-21,9,3382,1,30,7,21,3,0,2015
2015-07-21,10,3393,1,30,7,21,3,0,2015
2015-07-22,1,2838,2,30,7,22,3,0,2015
2015-07-22,2,3909,2,30,7,22,3,0,2015
2015-07-22,3,3548,2,30,7,22,3,0,2015
2015-07-22,4,3213,2,30,7,22,3,0,2015
2015-07-22,5,2302,2,30,7,22,3,0,2015
2015-07-22,6,2364,2,30,7,22,3,0,2015
2015-07-22,7,2209,2,30,7,22,3,0,2015
2015-07-22,8,3784,2,30,7,22,3,0,2015
2015-07-22,9,3343,2,30,7,22,3,0,2015
2015-07-22,10,3503,2,30,7,22,3,0,2015
2015-07-23,1,2973,3,30,7,23,3,0,2015
2015-07-23,2,4244,3,30,7,23,3,0,2015
2015-07-23,3,3834,3,30,7,23,3,0,2015
2015-07-23,4,3434,3,30,7,23,3,0,2015
2015-07-23,5,2432,3,30,7,23,3,0,2015
2015-07-23,6,2659,3,30,7,23,3,0,2015
2015-07-23,7,2275,3,30,7,23,3,0,2015
2015-07-23,8,4035,3,30,7,23,3,0,2015
2015-07-23,9,3652,3,30,7,23,3,0,2015
2015-07-23,10,3706,3,30,7,23,3,0,2015
2015-07-24,1,3158,4,30,7,24,3,0,2015
2015-07-24,2,4580,4,30,7,24,3,0,2015
2015-07-24,3,4007,4,30,7,24,3,0,2015
2015-07-24,4,3685,4,30,7,24,3,0,2015
2015-07-24,5,2627,4,30,7,24,3,0,2015
2015-07-24,6,2760,4,30,7,24,3,0,2015
2015-07-24,7,2406,4,30,7,24,3,0,2015
2015-07-24,8,4368,4,30,7,24,3,0,2015
2015-07-24,9,3869,4,30,7,24,3,0,2015
2015-07-24,10,3999,4,30,7,24,3,0,2015
2015-07-25,1,3440,5,30,7,25,3,1,2015
2015-07-25,2,4730,5,30,7,25,3,1,2015
2015-07-25,3,4283,5,30,7,25,3,1,2015
2015-07-25,4,4037,5,30,7,25,3,1,2015
2015-07-25,5,2936,5,30,7,25,3,1,2015
2015-07-25,6,2950,5,30,7,25,3,1,2015
2015-07-25,7,2618,5,30,7,25,3,1,2015
2015-07-25,8,4561,5,30,7,25,3,1,2015
2015-07-25,9,3867,5,30,7,25,3,1,2015
2015-07-25,10,4186,5,30,7,25,3,1,2015
2015-07-26,1,3619,6,30,7,26,3,1,2015
2015-07-26,2,5030,6,30,7,26,3,1,2015
2015-07-26,3,4529,6,30,7,26,3,1,2015
2015-07-26,4,4107,6,30,7,26,3,1,2015
2015-07-26,5,3105,6,30,7,26,3,1,2015
2015-07-26,6,3024,6,30,7,26,3,1,2015
2015-07-26,7,2689,6,30,7,26,3,1,2015
2015-07-26,8,4811,6,30,7,26,3,1,2015
2015-07-26,9,4156,6,30,7,26,3,1,2015
2015-07-26,10,4466,6,30,7,26,3,1,2015
2015-07-27,1,2273,0,31,7,27,3,0,2015
2015-07-27,2,3424,0,31,7,27,3,0,2015
2015-07-27,3,3126,0,31,7,27,3,0,2015
2015-07-27,4,2793,0,31,7,27,3,0,2015
2015-07-27,5,2060,0,31,7,27,3,0,2015
2015-07-27,6,2025,0,31,7,27,3,0,2015
2015-07-27,7,1756,0,31,7,27,3,0,2015
2015-07-27,8,3246,0,31,7,27,3,0,2015
2015-07-27,9,2807,0,31,7,27,3,0,2015
2015-07-27,10,2896,0,31,7,27,3,0,2015
2015-07-28,1,2759,1,31,7,28,3,0,2015
2015-07-28,2,3970,1,31,7,28,3,0,2015
2015-07-28,3,3512,1,31,7,28,3,0,2015
2015-07-28,4,3285,1,31,7,28,3,0,2015
2015-07-28,5,2356,1,31,7,28,3,0,2015
2015-07-28,6,2341,1,31,7,28,3,0,2015
2015-07-28,7,2184,1,31,7,28,3,0,2015
2015-07-28,8,3805,1,31,7,28,3,0,2015
2015-07-28,9,3260,1,31,7,28,3,0,2015
2015-07-28,10,3474,1,31,7,28,3,0,2015
2015-07-29,1,2844,2,31,7,29,3,0,2015
2015-07-29,2,4008,2,31,7,29,3,0,2015
2015-07-29,3,3515,2,31,7,29,3,0,2015
2015-07-29,4,3234,2,31,7,29,3,0,2015
2015-07-29,5,2369,2,31,7,29,3,0,2015
2015-07-29,6,2319,2,31,7,29,3,0,2015
2015-07-29,7,2125,2,31,7,29,3,0,2015
2015-07-29,8,3782,2,31,7,29,3,0,2015
2015-07-29,9,3212,2,31,7,29,3,0,2015
2015-07-29,10,3504,2,31,7,29,3,0,2015
2015-07-30,1,3052,3,31,7,30,3,0,2015
2015-07-30,2,4155,3,31,7,30,3,0,2015
2015-07-30,3,3811,3,31,7,30,3,0,2015
2015-07-30,4,3554,3,31,7,30,3,0,2015
2015-07-30,5,2590,3,31,7,30,3,0,2015
2015-07-30,6,2546,3,31,7,30,3,0,2015
2015-07-30,7,2377,3,31,7,30,3,0,2015
2015-07-30,8,4043,3,31,7,30,3,0,2015
2015-07-30,9,3584,3,31,7,30,3,0,2015
2015-07-30,10,3731,3,31,7,30,3,0,2015
2015-07-31,1,3253,4,31,7,31,3,0,2015
2015-07-31,2,4445,4,31,7,31,3,0,2015
2015-07-31,3,3983,4,31,7,31,3,0,2015
2015-07-31,4,3714,4,31,7,31,3,0,2015
2015-07-31,5,2729,4,31,7,31,3,0,2015
2015-07-31,6,2646,4,31,7,31,3,0,2015
2015-07-31,7,2443,4,31,7,31,3,0,2015
2015-07-31,8,4377,4,31,7,31,3,0,2015
2015-07-31,9,3734,4,31,7,31,3,0,2015
2015-07-31,10,3985,4,31,7,31,3,0,2015
2015-08-01,1,3022,5,31,8,1,3,1,2015
2015-08-01,2,4234,5,31,8,1,3,1,2015
2015-08-01,3,3792,5,31,8,1,3,1,2015
2015-08-01,4,3510,5,31,8,1,3,1,2015
2015-08-01,5,2545,5,31,8,1,3,1,2015
2015-08-01,6,2462,5,31,8,1,3,1,2015
2015-08-01,7,2380,5,31,8,1,3,1,2015
2015-08-01,8,4168,5,31,8,1,3,1,2015
2015-08-01,9,3485,5,31,8,1,3,1,2015
2015-08-01,10,3747,5,31,8,1,3,1,2015
2015-08-02,1,3192,6,31,8,2,3,1,2015
2015-08-02,2,4589,6,31,8,2,3,1,2015
2015-08-02,3,4055,6,31,8,2,3,1,2015
2015-08-02,4,3761,6,31,8,2,3,1,2015
2015-08-02,5,2684,6,31,8,2,3,1,2015
2015-08-02,6,2806,6,31,8,2,3,1,2015
2015-08-02,7,2362,6,31,8,2,3,1,2015
2015-08-02,8,4333,6,31,8,2,3,1,2015
2015-08-02,9,3648,6,31,8,2,3,1,2015
2015-08-02,10,3957,6,31,8,2,3,1,2015
2015-08-03,1,2058,0,32,8,3,3,0,2015
2015-08-03,2,3212,0,32,8,3,3,0,2015
2015-08-03,3,2656,0,32,8,3,3,0,2015
2015-08-03,4,2490,0,32,8,3,3,0,2015
2015-08-03,5,1857,0,32,8,3,3,0,2015
2015-08-03,6,1749,0,32,8,3,3,0,2015
2015-08-03,7,1658,0,32,8,3,3,0,2015
2015-08-03,8,2911,0,32,8,3,3,0,2015
2015-08-03,9,2486,0,32,8,3,3,0,2015
2015-08-03,10,2624,0,32,8,3,3,0,2015
2015-08-04,1,2433,1,32,8,4,3,0,2015
2015-08-04,2,3377,1,32,8,4,3,0,2015
2015-08-04,3,3197,1,32,8,4,3,0,2015
2015-08-04,4,2852,1,32,8,4,3,0,2015
2015-08-04,5,1979,1,32,8,4,3,0,2015
2015-08-04,6,2042,1,32,8,4,3,0,2015
2015-08-04,7,1859,1,32,8,4,3,0,2015
2015-08-04,8,3365,1,32,8,4,3,0,2015
2015-08-04,9,2894,1,32,8,4,3,0,2015
2015-08-04,10,3122,1,32,8,4,3,0,2015
2015-08-05,1,2452,2,32,8,5,3,0,2015
2015-08-05,2,3515,2,32,8,5,3,0,2015
2015-08-05,3,3008,2,32,8,5,3,0,2015
2015-08-05,4,2906,2,32,8,5,3,0,2015
2015-08-05,5,2017,2,32,8,5,3,0,2015
2015-08-05,6,2128,2,32,8,5,3,0,2015
2015-08-05,7,1913,2,32,8,5,3,0,2015
2015-08-05,8,3323,2,32,8,5,3,0,2015
2015-08-05,9,2913,2,32,8,5,3,0,2015
2015-08-05,10,3027,2,32,8,5,3,0,2015
2015-08-06,1,2732,3,32,8,6,3,0,2015
2015-08-06,2,3851,3,32,8,6,3,0,2015
2015-08-06,3,3307,3,32,8,6,3,0,2015
2015-08-06,4,3116,3,32,8,6,3,0,2015
2015-08-06,5,2290,3,32,8,6,3,0,2015
2015-08-06,6,2165,3,32,8,6,3,0,2015
2015-08-06,7,2046,3,32,8,6,3,0,2015
2015-08-06,8,3612,3,32,8,6,3,0,2015
2015-08-06,9,3125,3,32,8,6,3,0,2015
2015-08-06,10,3233,3,32,8,6,3,0,2015
2015-08-07,1,2826,4,32,8,7,3,0,2015
2015-08-07,2,4053,4,32,8,7,3,0,2015
2015-08-07,3,3529,4,32,8,7,3,0,2015
2015-08-07,4,3289,4,32,8,7,3,0,2015
2015-08-07,5,2383,4,32,8,7,3,0,2015
2015-08-07,6,2360,4,32,8,7,3,0,2015
2015-08-07,7,2177,4,32,8,7,3,0,2015
2015-08-07,8,3711,4,32,8,7,3,0,2015
2015-08-07,9,3392,4,32,8,7,3,0,2015
2015-08-07,10,3576,4,32,8,7,3,0,2015
2015-08-08,1,3049,5,32,8,8,3,1,2015
2015-08-08,2,4282,5,32,8,8,3,1,2015
2015-08-08,3,3709,5,32,8,8,3,1,2015
2015-08-08,4,3514,5,32,8,8,3,1,2015
2015-08-08,5,2528,5,32,8,8,3,1,2015
2015-08-08,6,2454,5,32,8,8,3,1,2015
2015-08-08,7,2332,5,32,8,8,3,1,2015
2015-08-08,8,4101,5,32,8,8,3,1,2015
2015-08-08,9,3595,5,32,8,8,3,1,2015
2015-08-08,10,3748,5,32,8,8,3,1,2015
2015-08-09,1,3210,6,32,8,9,3,1,2015
2015-08-09,2,4467,6,32,8,9,3,1,2015
2015-08-09,3,4051,6,32,8,9,3,1,2015
2015-08-09,4,3739,6,32,8,9,3,1,2015
2015-08-09,5,2723,6,32,8,9,3,1,2015
2015-08-09,6,2669,6,32,8,9,3,1,2015
2015-08-09,7,2514,6,32,8,9,3,1,2015
2015-08-09,8,4326,6,32,8,9,3,1,2015
2015-08-09,9,3688,6,32,8,9,3,1,2015
2015-08-09,10,3944,6,32,8,9,3,1,2015
2015-08-10,1,2089,0,33,8,10,3,0,2015
2015-08-10,2,2992,0,33,8,10,3,0,2015
2015-08-10,3,2711,0,33,8,10,3,0,2015
2015-08-10,4,2515,0,33,8,10,3,0,2015
2015-08-10,5,1770,0,33,8,10,3,0,2015
2015-08-10,6,1759,0,33,8,10,3,0,2015
2015-08-10,7,1637,0,33,8,10,3,0,2015
2015-08-10,8,2833,0,33,8,10,3,0,2015
2015-08-10,9,2388,0,33,8,10,3,0,2015
2015-08-10,10,2642,0,33,8,10,3,0,2015
2015-08-11,1,2442,1,33,8,11,3,0,2015
2015-08-11,2,3537,1,33,8,11,3,0,2015
2015-08-11,3,3061,1,33,8,11,3,0,2015
2015-08-11,4,2817,1,33,8,11,3,0,2015
2015-08-11,5,2062,1,33,8,11,3,0,2015
2015-08-11,6,2024,1,33,8,11,3,0,2015
2015-08-11,7,1907,1,33,8,11,3,0,2015
2015-08-11,8,3373,1,33,8,11,3,0,2015
2015-08-11,9,2931,1,33,8,11,3,0,2015
2015-08-11,10,3074,1,33,8,11,3,0,2015
2015-08-12,1,2512,2,33,8,12,3,0,2015
2015-08-12,2,3378,2,33,8,12,3,0,2015
2015-08-12,3,3118,2,33,8,12,3,0,2015
2015-08-12,4,2908,2,33,8,12,3,0,2015
2015-08-12,5,2078,2,33,8,12,3,0,2015
2015-08-12,6,2039,2,33,8,12,3,0,2015
2015-08-12,7,1866,2,33,8,12,3,0,2015
2015-08-12,8,3346,2,33,8,12,3,0,2015
2015-08-12,9,2755,2,33,8,12,3,0,2015
2015-08-12,10,3069,2,33,8,12,3,0,2015
2015-08-13,1,2630,3,33,8,13,3,0,2015
2015-08-13,2,3744,3,33,8,13,3,0,2015
2015-08-13,3,3271,3,33,8,13,3,0,2015
2015-08-13,4,3194,3,33,8,13,3,0,2015
2015-08-13,5,2212,3,33,8,13,3,0,2015
2015-08-13,6,2224,3,33,8,13,3,0,2015
2015-08-13,7,2105,3,33,8,13,3,0,2015
2015-08-13,8,3502,3,33,8,13,3,0,2015
2015-08-13,9,3087,3,33,8,13,3,0,2015
2015-08-13,10,3341,3,33,8,13,3,0,2015
2015-08-14,1,2803,4,33,8,14,3,0,2015
2015-08-14,2,3934,4,33,8,14,3,0,2015
2015-08-14,3,3666,4,33,8,14,3,0,2015
2015-08-14,4,3310,4,33,8,14,3,0,2015
2015-08-14,5,2313,4,33,8,14,3,0,2015
2015-08-14,6,2439,4,33,8,14,3,0,2015
2015-08-14,7,2177,4,33,8,14,3,0,2015
2015-08-14,8,3858,4,33,8,14,3,0,2015
2015-08-14,9,3270,4,33,8,14,3,0,2015
2015-08-14,10,3532,4,33,8,14,3,0,2015
2015-08-15,1,2966,5,33,8,15,3,1,2015
2015-08-15,2,4358,5,33,8,15,3,1,2015
2015-08-15,3,3699,5,33,8,15,3,1,2015
2015-08-15,4,3520,5,33,8,15,3,1,2015
2015-08-15,5,2517,5,33,8,15,3,1,2015
2015-08-15,6,2571,5,33,8,15,3,1,2015
2015-08-15,7,2215,5,33,8,15,3,1,2015
2015-08-15,8,4046,5,33,8,15,3,1,2015
2015-08-15,9,3522,5,33,8,15,3,1,2015
2015-08-15,10,3705,5,33,8,15,3,1,2015
2015-08-16,1,3179,6,33,8,16,3,1,2015
2015-08-16,2,4486,6,33,8,16,3,1,2015
2015-08-16,3,4023,6,33,8,16,3,1,2015
2015-08-16,4,3689,6,33,8,16,3,1,2015
2015-08-16,5,2606,6,33,8,16,3,1,2015
2015-08-16,6,2654,6,33,8,16,3,1,2015
2015-08-16,7,2388,6,33,8,16,3,1,2015
2015-08-16,8,4411,6,33,8,16,3,1,2015
2015-08-16,9,3760,6,33,8,16,3,1,2015
2015-08-16,10,3952,6,33,8,16,3,1,2015
2015-08-17,1,2193,0,34,8,17,3,0,2015
2015-08-17,2,3076,0,34,8,17,3,0,2015
2015-08-17,3,2643,0,34,8,17,3,0,2015
2015-08-17,4,2457,0,34,8,17,3,0,2015
2015-08-17,5,1844,0,34,8,17,3,0,2015
2015-08-17,6,1735,0,34,8,17,3,0,2015
2015-08-17,7,1605,0,34,8,17,3,0,2015
2015-08-17,8,2881,0,34,8,17,3,0,2015
2015-08-17,9,2458,0,34,8,17,3,0,2015
2015-08-17,10,2655,0,34,8,17,3,0,2015
2015-08-18,1,2383,1,34,8,18,3,0,2015
2015-08-18,2,3436,1,34,8,18,3,0,2015
2015-08-18,3,3087,1,34,8,18,3,0,2015
2015-08-18,4,2898,1,34,8,18,3,0,2015
2015-08-18,5,2051,1,34,8,18,3,0,2015
2015-08-18,6,2065,1,34,8,18,3,0,2015
2015-08-18,7,1887,1,34,8,18,3,0,2015
2015-08-18,8,3311,1,34,8,18,3,0,2015
2015-08-18,9,2909,1,34,8,18,3,0,2015
2015-08-18,10,3067,1,34,8,18,3,0,2015
2015-08-19,1,2491,2,34,8,19,3,0,2015
2015-08-19,2,3465,2,34,8,19,3,0,2015
2015-08-19,3,3122,2,34,8,19,3,0,2015
2015-08-19,4,2881,2,34,8,19,3,0,2015
2015-08-19,5,2090,2,34,8,19,3,0,2015
2015-08-19,6,2118,2,34,8,19,3,0,2015
2015-08-19,7,1956,2,34,8,19,3,0,2015
2015-08-19,8,3323,2,34,8,19,3,0,2015
2015-08-19,9,2879,2,34,8,19,3,0,2015
2015-08-19,10,3092,2,34,8,19,3,0,2015
2015-08-20,1,2673,3,34,8,20,3,0,2015
2015-08-20,2,3793,3,34,8,20,3,0,2015
2015-08-20,3,3380,3,34,8,20,3,0,2015
2015-08-20,4,3062,3,34,8,20,3,0,2015
2015-08-20,5,2221,3,34,8,20,3,0,2015
2015-08-20,6,2243,3,34,8,20,3,0,2015
2015-08-20,7,2049,3,34,8,20,3,0,2015
2015-08-20,8,3545,3,34,8,20,3,0,2015
2015-08-20,9,3095,3,34,8,20,3,0,2015
2015-08-20,10,3232,3,34,8,20,3,0,2015
2015-08-21,1,2881,4,34,8,21,3,0,2015
2015-08-21,2,4163,4,34,8,21,3,0,2015
2015-08-21,3,3604,4,34,8,21,3,0,2015
2015-08-21,4,3252,4,34,8,21,3,0,2015
2015-08-21,5,2400,4,34,8,21,3,0,2015
2015-08-21,6,2432,4,34,8,21,3,0,2015
2015-08-21,7,2103,4,34,8,21,3,0,2015
2015-08-21,8,3850,4,34,8,21,3,0,2015
2015-08-21,9,3341,4,34,8,21,3,0,2015
2015-08-21,10,3572,4,34,8,21,3,0,2015
2015-08-22,1,3080,5,34,8,22,3,1,2015
2015-08-22,2,4202,5,34,8,22,3,1,2015
2015-08-22,3,3752,5,34,8,22,3,1,2015
2015-08-22,4,3337,5,34,8,22,3,1,2015
2015-08-22,5,2506,5,34,8,22,3,1,2015
2015-08-22,6,2459,5,34,8,22,3,1,2015
2015-08-22,7,2338,5,34,8,22,3,1,2015
2015-08-22,8,4131,5,34,8,22,3,1,2015
2015-08-22,9,3496,5,34,8,22,3,1,2015
2015-08-22,10,3779,5,34,8,22,3,1,2015
2015-08-23,1,3218,6,34,8,23,3,1,2015
2015-08-23,2,4469,6,34,8,23,3,1,2015
2015-08-23,3,4016,6,34,8,23,3,1,2015
2015-08-23,4,3690,6,34,8,23,3,1,2015
2015-08-23,5,2688,6,34,8,23,3,1,2015
2015-08-23,6,2717,6,34,8,23,3,1,2015
2015-08-23,7,2462,6,34,8,23,3,1,2015
2015-08-23,8,4264,6,34,8,23,3,1,2015
2015-08-23,9,3713,6,34,8,23,3,1,2015
2015-08-23,10,3986,6,34,8,23,3,1,2015
2015-08-24,1,2037,0,35,8,24,3,0,2015
2015-08-24,2,3030,0,35,8,24,3,0,2015
2015-08-24,3,2566,0,35,8,24,3,0,2015
2015-08-24,4,2455,0,35,8,24,3,0,2015
2015-08-24,5,1783,0,35,8,24,3,0,2015
2015-08-24,6,1722,0,35,8,24,3,0,2015
2015-08-24,7,1637,0,35,8,24,3,0,2015
2015-08-24,8,2924,0,35,8,24,3,0,2015
2015-08-24,9,2576,0,35,8,24,3,0,2015
2015-08-24,10,2625,0,35,8,24,3,0,2015
2015-08-25,1,2462,1,35,8,25,3,0,2015
2015-08-25,2,3403,1,35,8,25,3,0,2015
2015-08-25,3,3141,1,35,8,25,3,0,2015
2015-08-25,4,2805,1,35,8,25,3,0,2015
2015-08-25,5,2131,1,35,8,25,3,0,2015
2015-08-25,6,2032,1,35,8,25,3,0,2015
2015-08-25,7,1875,1,35,8,25,3,0,2015
2015-08-25,8,3362,1,35,8,25,3,0,2015
2015-08-25,9,2762,1,35,8,25,3,0,2015
2015-08-25,10,3085,1,35,8,25,3,0,2015
2015-08-26,1,2523,2,35,8,26,3,0,2015
2015-08-26,2,3498,2,35,8,26,3,0,2015
2015-08-26,3,3166,2,35,8,26,3,0,2015
2015-08-26,4,2889,2,35,8,26,3,0,2015
2015-08-26,5,1988,2,35,8,26,3,0,2015
2015-08-26,6,2049,2,35,8,26,3,0,2015
2015-08-26,7,1901,2,35,8,26,3,0,2015
2015-08-26,8,3325,2,35,8,26,3,0,2015
2015-08-26,9,2829,2,35,8,26,3,0,2015
2015-08-26,10,3091,2,35,8,26,3,0,2015
2015-08-27,1,2703,3,35,8,27,3,0,2015
2015-08-27,2,3737,3,35,8,27,3,0,2015
2015-08-27,3,3324,3,35,8,27,3,0,2015
2015-08-27,4,3086,3,35,8,27,3,0,2015
2015-08-27,5,2276,3,35,8,27,3,0,2015
2015-08-27,6,2222,3,35,8,27,3,0,2015
2015-08-27,7,2082,3,35,8,27,3,0,2015
2015-08-27,8,3662,3,35,8,27,3,0,2015
2015-08-27,9,3038,3,35,8,27,3,0,2015
2015-08-27,10,3284,3,35,8,27,3,0,2015
2015-08-28,1,2827,4,35,8,28,3,0,2015
2015-08-28,2,4042,4,35,8,28,3,0,2015
2015-08-28,3,3469,4,35,8,28,3,0,2015
2015-08-28,4,3352,4,35,8,28,3,0,2015
2015-08-28,5,2277,4,35,8,28,3,0,2015
2015-08-28,6,2382,4,35,8,28,3,0,2015
2015-08-28,7,2141,4,35,8,28,3,0,2015
2015-08-28,8,3852,4,35,8,28,3,0,2015
2015-08-28,9,3371,4,35,8,28,3,0,2015
2015-08-28,10,3573,4,35,8,28,3,0,2015
2015-08-29,1,2949,5,35,8,29,3,1,2015
2015-08-29,2,4155,5,35,8,29,3,1,2015
2015-08-29,3,3773,5,35,8,29,3,1,2015
2015-08-29,4,3484,5,35,8,29,3,1,2015
2015-08-29,5,2550,5,35,8,29,3,1,2015
2015-08-29,6,2520,5,35,8,29,3,1,2015
2015-08-29,7,2193,5,35,8,29,3,1,2015
2015-08-29,8,4141,5,35,8,29,3,1,2015
2015-08-29,9,3548,5,35,8,29,3,1,2015
2015-08-29,10,3800,5,35,8,29,3,1,2015
2015-08-30,1,3231,6,35,8,30,3,1,2015
2015-08-30,2,4644,6,35,8,30,3,1,2015
2015-08-30,3,4027,6,35,8,30,3,1,2015
2015-08-30,4,3691,6,35,8,30,3,1,2015
2015-08-30,5,2710,6,35,8,30,3,1,2015
2015-08-30,6,2692,6,35,8,30,3,1,2015
2015-08-30,7,2407,6,35,8,30,3,1,2015
2015-08-30,8,4366,6,35,8,30,3,1,2015
2015-08-30,9,3676,6,35,8,30,3,1,2015
2015-08-30,10,3960,6,35,8,30,3,1,2015
2015-08-31,1,2196,0,36,8,31,3,0,2015
2015-08-31,2,3104,0,36,8,31,3,0,2015
2015-08-31,3,2597,0,36,8,31,3,0,2015
2015-08-31,4,2501,0,36,8,31,3,0,2015
2015-08-31,5,1729,0,36,8,31,3,0,2015
2015-08-31,6,1892,0,36,8,31,3,0,2015
2015-08-31,7,1625,0,36,8,31,3,0,2015
2015-08-31,8,2873,0,36,8,31,3,0,2015
2015-08-31,9,2462,0,36,8,31,3,0,2015
2015-08-31,10,2598,0,36,8,31,3,0,2015
2015-09-01,1,2329,1,36,9,1,3,0,2015
2015-09-01,2,3319,1,36,9,1,3,0,2015
2015-09-01,3,2874,1,36,9,1,3,0,2015
2015-09-01,4,2692,1,36,9,1,3,0,2015
2015-09-01,5,1916,1,36,9,1,3,0,2015
